timestamp,feed_id,ticker,publisher,price
1773184094058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,64997.25
1773184094158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,64995.52
1773184094258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,64997.17
1773184094358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65000.65
1773184094458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65005.95
1773184094558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65002.71
1773184094658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65008.05
1773184094758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65012.01
1773184094858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65015.89
1773184094958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65021.07
1773184095058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65022.47
1773184095158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65019.71
1773184095258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65025.06
1773184095358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65022.15
1773184095458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65026.69
1773184095558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65023.05
1773184095658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65019.31
1773184095758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65023.04
1773184095858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65025.97
1773184095958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65030.78
1773184096058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65033.24
1773184096158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65037.97
1773184096258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65035.85
1773184096358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65036.23
1773184096458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65040.74
1773184096558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65044.95
1773184096658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65046.7
1773184096758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65051.23
1773184096858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65057.52
1773184096958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65054.88
1773184097058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65054.48
1773184097158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65055.81
1773184097258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65055.1
1773184097358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65049.07
1773184097458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65044.91
1773184097558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65040.74
1773184097658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65034.93
1773184097758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65035.24
1773184097858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65031.76
1773184097958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65034.73
1773184098058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65031.36
1773184098158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65027.59
1773184098258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65033.33
1773184098358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65035.76
1773184098458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65039.31
1773184098558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65044.44
1773184098658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65044.96
1773184098758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65041.91
1773184098858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65043.41
1773184098958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65049.14
1773184099058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65043.7
1773184099158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65040.36
1773184099258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65039.24
1773184099358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65033.9
1773184099458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65037.9
1773184099558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65043.97
1773184099658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65046.37
1773184099758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65049.24
1773184099858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65047.77
1773184099958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65054.05
1773184100058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65047.73
1773184100158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65046.68
1773184100258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65042.75
1773184100358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65043.48
1773184100458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65043.08
1773184100558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65038.4
1773184100658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65040.97
1773184100758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65041.9
1773184100858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65042.37
1773184100958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65045.64
1773184101058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65047.02
1773184101158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65050.29
1773184101258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65044.73
1773184101358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65044.45
1773184101458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65039.53
1773184101558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65039.09
1773184101658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65041.96
1773184101758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65048.19
1773184101858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65054.65
1773184101958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65052.78
1773184102058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65049.98
1773184102158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65055.02
1773184102258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65052.14
1773184102358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65049.35
1773184102458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65054.84
1773184102558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65059.0
1773184102658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65064.67
1773184102758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65059.51
1773184102858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65056.9
1773184102958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65053.9
1773184103058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65055.93
1773184103158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65059.59
1773184103258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65061.56
1773184103358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65055.47
1773184103458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65050.34
1773184103558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65045.47
1773184103658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65048.58
1773184103758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65045.52
1773184103858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65040.08
1773184103958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65037.17
1773184104058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65035.66
1773184104158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65033.81
1773184104258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65027.65
1773184104358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65033.2
1773184104458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65037.5
1773184104558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65037.2
1773184104658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65043.33
1773184104758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65043.01
1773184104858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65040.84
1773184104958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65036.83
1773184105058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65031.53
1773184105158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65027.64
1773184105258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65024.5
1773184105358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65020.98
1773184105458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65026.87
1773184105558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65027.17
1773184105658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65021.57
1773184105758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65027.42
1773184105858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65031.13
1773184105958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65027.24
1773184106058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65026.88
1773184106158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65025.35
1773184106258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65029.52
1773184106358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65024.57
1773184106458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65020.78
1773184106558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65024.04
1773184106658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65024.63
1773184106758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65020.84
1773184106858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65022.96
1773184106958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65017.34
1773184107058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65017.11
1773184107158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65014.09
1773184107258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65011.83
1773184107358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65014.58
1773184107458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65013.63
1773184107558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65012.98
1773184107658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65016.22
1773184107758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65014.78
1773184107858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65009.54
1773184107958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65004.9
1773184108058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65011.28
1773184108158,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65017.13
1773184108258,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65014.65
1773184108358,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65013.78
1773184108458,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65019.73
1773184108558,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65024.68
1773184108658,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65026.88
1773184108758,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65032.89
1773184108858,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65037.48
1773184108958,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65037.62
1773184109058,Publisher_1-FOO/BAR,FOO/BAR,Publisher_1,65033.77
